"","condition","size_class","Q25_count_time","Q50_count_time","Q75_count_time","Q25_vol_time","Q50_vol_time","Q75_vol_time","Q25_count_v","Q50_count_v","Q75_count_v","Q25_vol_v","Q50_vol_v","Q75_vol_v","slope","surface","rainfall"
"80",16,">1000 µm",2.81149732620321,5.58425275827482,8.22091273821464,3.15810765770195,6.11834483798707,8.80168498413528,0.00652084323981614,0.00328304146085915,0.00223008489654822,0.00580516414271763,0.00299645309618818,0.00208293450247066,5,"concrete","low"
"81",17,"<125 µm",3.751459123692,8.41751292151461,14.430446708464,3.65072665596186,8.02285062359598,13.887586876254,0.00488698736381021,0.00217799883460524,0.00127046194090306,0.00502183128484678,0.00228513955867672,0.00132012375488221,10,"concrete","low"
"82",17,"125–250 µm",3.3141922693181,7.07711169868454,12.1260660837848,3.27835856377149,6.88163936657202,11.5596681857454,0.00553176516132102,0.00259051066506991,0.00151189455893276,0.00559222945773274,0.00266409388181377,0.00158597401229395,10,"concrete","low"
"83",17,"250–500 µm",3.20091533392566,6.44351364745349,9.73960715919488,3.33804359408512,6.50352617050516,9.49790255940475,0.00572752835385027,0.00284523853543459,0.00188234833640342,0.00549223903660792,0.00281898355640957,0.00193025072837579,10,"concrete","low"
"84",17,"500–1000 µm",3.61315904616058,6.54695670679801,9.0575595889578,4.19082951540038,6.9512124385772,9.36931509290344,0.00507404548183804,0.00280028326967505,0.00202409193704712,0.00437463114783418,0.00263742958445475,0.00195674210457704,10,"concrete","low"
"85",17,">1000 µm",4.79315263908702,6.96395846059866,9.01649358582773,5.41458235499706,7.33073938641858,9.2468964178401,0.00382490079365079,0.00263260233918129,0.00203331074977416,0.00338591827242478,0.00250088461298991,0.0019826472045218,10,"concrete","low"
"86",18,"<125 µm",3.31280933301909,7.4993031747359,14.0154442237955,3.27944056041028,7.33666424372825,13.5579349199508,0.00553407440343856,0.00244467157896693,0.00130808078863507,0.00559038439502612,0.00249886497790949,0.00135222166514131,15,"concrete","low"
"87",18,"125–250 µm",3.15242655650142,6.7823269228577,11.8618115687651,3.2227859288697,6.78554175658114,11.4499787995527,0.00581562583766576,0.00270310374917886,0.0015455761733401,0.00568865997865493,0.0027018230807514,0.00160116744793008,15,"concrete","low"
"88",18,"250–500 µm",3.52928444768958,6.73264327855036,9.70314914313808,3.96105412387288,6.93268334737941,9.55252583582364,0.00519463183120168,0.00272305134474328,0.00188942095631895,0.00462839758306764,0.00264447868374998,0.00191921316397598,15,"concrete","low"
"89",18,"500–1000 µm",4.73496634493269,7.004113996128,9.127056998064,5.21985972834173,7.32384817553082,9.4278366227199,0.00387190362038232,0.0026175092729028,0.00200867961460328,0.00351222720292477,0.0025032377643471,0.00194459599449913,15,"concrete","low"
"90",18,">1000 µm",4.95629370629371,6.8897108271688,8.79623402824479,5.36551154601668,7.21192917503613,9.05834680405557,0.00369900058788948,0.00266097283227591,0.0020842252803262,0.00341688451811158,0.00254208449478312,0.00202391603345604,15,"concrete","low"
